exponent,min_runtime_old,min_runtime_new
8248, 0.007154019996960415,0.000210170001082588
8249, 0.0069441880004887935,0.00022801000159233809
8250, 0.0070124390003911685,0.00021872900106245652
8251, 0.006663779997325037,0.00021062999803689308
8252, 0.007540638001955813,0.00020597999900928698
8253, 0.005914248999033589,0.0002152699998987373
8254, 0.0048804100006236695,0.00018445000023348257
8255, 0.006542188999446807,0.00023106000298867002
8256, 0.007748087999061681,0.0002224000018031802
8257, 0.007569078999949852,0.00022885099679115228
8258, 0.00529196800198406,0.0001565890015626792
8259, 0.004648068999813404,0.00023036999846226536
8260, 0.004459689000213984,0.00012178999895695597
8261, 0.004848499000217998,0.0001245200000994373
8262, 0.007142259997635847,0.00021923000167589635
8263, 0.007011918998614419,0.0001503000021330081
8264, 0.00747840899930452,0.0002227000004495494
8265, 0.005817948996991618,0.0001735500009090174
8266, 0.006453428999520838,0.00016053999934229068
8267, 0.00797431799946935,0.0002053600001090672
8268, 0.005735408998589264,0.00023022000095807016
8269, 0.005335309000656707,0.00018230999921797775
8270, 0.007123598999896785,0.00015324999912991188
8271, 0.007833438998204656,0.00022297000032267533
8272, 0.007937029000459006,0.00021569999807979912
8273, 0.005213758999161655,0.00022323999655782245
8274, 0.00754589899952407,0.00022335999892675318
8275, 0.007332019002205925,0.000209679998079082
8276, 0.0077088079997338355,0.0002133289999619592
8277, 0.007578149001346901,0.00021366000146372244
8278, 0.006802919000620022,0.0002013100020121783
8279, 0.007112439001502935,0.00012597999739227816
8280, 0.006706459000270115,0.00014209999790182337
8281, 0.0071639289999438915,0.0002197600006184075
8282, 0.007371258998318808,0.0002118599986715708
8283, 0.007718139000644442,0.00023149999833549373
8284, 0.007896749000792624,0.0002174600012949668
8285, 0.004790859999047825,0.0001263800004380755
8286, 0.004849878998356871,0.00012615000014193356
8287, 0.004546958996797912,0.00012600000263773836
8288, 0.005516770001122495,0.00022582900055567734
8289, 0.006663938998826779,0.00017166000179713592
8290, 0.006713479000609368,0.00013413000124273822
8291, 0.005767788999946788,0.0002667400003701914
8292, 0.007599049000418745,0.00022050999905331992
8293, 0.007332567998673767,0.00012674000026891008
8294, 0.005319358999258839,0.00018633999934536405
8295, 0.004730058997665765,0.0001267300031031482
8296, 0.007633369001268875,0.00022188000002643093
8297, 0.006927778998942813,0.000249060001806356
8298, 0.008519238999724621,0.00022331000218400732
8299, 0.008026509000046644,0.0002410200031590648
8300, 0.0074478790011198726,0.0002330999996047467
8301, 0.006686798998998711,0.00024185999791370705
8302, 0.007967149998876266,0.00013014900105190463
8303, 0.007951497998874402,0.00022947000252315775
8304, 0.007777529001032235,0.000218829998630099
8305, 0.007663959000637988,0.00022348900165525265
8306, 0.007911448999948334,0.00022457100203610025
8307, 0.007268198998644948,0.00023117000091588125
8308, 0.008085090001259232,0.0002231699982075952
8309, 0.008209559000533773,0.00023330999829340726
8310, 0.007433299000695115,0.00022311000066110864
8311, 0.006622668999625603,0.00023752999913995154
8312, 0.007443319002049975,0.0002152900015062187
8313, 0.005878618998394813,0.00021569000091403723
8314, 0.007279568002559245,0.00023246000273502432
8315, 0.007807079000485828,0.00020584000230883248
8316, 0.007708528999501141,0.00020432000019354746
8317, 0.005152608999196673,0.0002274289981869515
8318, 0.00582099000166636,0.00012995099677937105
8319, 0.005756998998549534,0.00021765999917988665
8320, 0.005880770000658231,0.0002225600001111161
8321, 0.005367379999370314,0.00012517999857664108
8322, 0.006672458999673836,0.0002322690015716944
8323, 0.005352579002646962,0.00023424000028171577
8324, 0.006193299002916319,0.00013495999883161858
8325, 0.007759128999168752,0.00022327999977278523
8326, 0.007294629998796154,0.00022605000049225055
8327, 0.00648379899939755,0.000181309998879442
8328, 0.007664837998163421,0.00021890000061830506
8329, 0.006993238999712048,0.00021446000027935952
8330, 0.006146329000330297,0.00023004000104265288
8331, 0.006741470002452843,0.0002478700007486623
8332, 0.005632668999169255,0.0002026899965130724
8333, 0.006921098996826913,0.000146079997648485
8334, 0.006752109002263751,0.0002250300021842122
8335, 0.007868958997278241,0.00022831100068287924
8336, 0.005106898999656551,0.000223170001845574
8337, 0.006817589001002489,0.00012774000060744584
8338, 0.007999108998774318,0.000168760001542978
8339, 0.00503293899964774,0.00024682000002940185
8340, 0.005296529001498129,0.00022524999803863466
8341, 0.005762099001003662,0.0001304199977312237
8342, 0.004514330001256894,0.00023320999753195792
8343, 0.004707849002443254,0.0001277900009881705
8344, 0.005739208998420509,0.00017066000145860016
8345, 0.004633038999600103,0.00012572999912663363
8346, 0.004721150002296781,0.00014494999777525663
8347, 0.004545209998468636,0.0001274999995075632
8348, 0.0046886100026313215,0.00012434999734978192
8349, 0.00452190899886773,0.00012543000048026443
8350, 0.004764089997479459,0.00012987000081920996
8351, 0.004581719000270823,0.00012661000073421746
8352, 0.004671189002692699,0.00012443000014172867
8353, 0.004612019001797307,0.0001259199998457916
8354, 0.004615518999344204,0.0001247100008185953
8355, 0.0046881999987817835,0.000125790000311099
8356, 0.004610818999935873,0.00012539999806904234
8357, 0.006148919001134345,0.00023306000002776273
8358, 0.005212678999669151,0.00021361000108299777
8359, 0.004575999999360647,0.00022249999892665073
8360, 0.00458282899853657,0.00012259999857633375
8361, 0.006369699000060791,0.0001273400011996273
8362, 0.007229568000184372,0.0001256299983651843
8363, 0.006094668999139685,0.00012569999671541154
8364, 0.0070235389976005536,0.00023098999736248516
8365, 0.006690689002425643,0.0001286510014324449
8366, 0.007789519000652945,0.0002169600011256989
8367, 0.006448298998293467,0.00014543999714078382
8368, 0.005403948998718988,0.0002165099976991769
8369, 0.007740298999124207,0.0002092199974867981
8370, 0.004664670002966886,0.00020849000065936707
8371, 0.004549689001578372,0.00013362000026972964
8372, 0.004456358998140786,0.00012550999963423237
8373, 0.006742058998497669,0.0002248800010420382
8374, 0.006347348000417696,0.0001870399973995518
8375, 0.0069423589993675705,0.00013172900071367621
8376, 0.007965379001689143,0.00023370000053546391
8377, 0.007097688998328522,0.00024231999850599095
8378, 0.007925269001134438,0.00022453999918070622
8379, 0.00827211900104885,0.00022576999981538393
8380, 0.008013968999875942,0.00017010000010486692
8381, 0.007777128997986438,0.00023136899835662916
8382, 0.00789064900163794,0.0002290800002811011
8383, 0.008163048001733841,0.00022897000235388987
8384, 0.0074259590001020115,0.00021621999985654838
8385, 0.007834228999854531,0.00022493000142276287
8386, 0.004916109002806479,0.0001675690000411123
8387, 0.0071486790002381895,0.0001370089994452428
8388, 0.006812147999880835,0.00023476899878005497
8389, 0.00788427899897215,0.00012629999764612876
8390, 0.007691219001571881,0.0002279599975736346
8391, 0.0055748689992469735,0.00018953900143969804
8392, 0.005892149001738289,0.00019961100042564794
8393, 0.005835769003169844,0.0001273399975616485
8394, 0.007490459000109695,0.00022569000066141598
8395, 0.006535459000588162,0.00022982000155025162
8396, 0.007152878999477252,0.00020602000222424977
8397, 0.008108568999887211,0.00023904000045149587
8398, 0.007957478999742307,0.00022390999947674572
8399, 0.00793656799942255,0.0002313190016138833
8400, 0.007739037999272114,0.00022724000154994428
8401, 0.00671362800130737,0.00012690899893641472
8402, 0.007753518999379594,0.00021040999854449183
8403, 0.007446839001204353,0.00015069999790284783
8404, 0.007789458999468479,0.00023100999896996655
8405, 0.0074001790017064195,0.00024262000079033896
8406, 0.008003277998795966,0.00022339000133797526
8407, 0.008309458000439918,0.00022739999985788018
8408, 0.00493850999919232,0.00022556999829248525
8409, 0.004996659998141695,0.00013504000162356533
8410, 0.00649683899973752,0.00022897999951965176
8411, 0.007873827998992056,0.00023923000117065385
8412, 0.00519062999956077,0.00023270000019692816
8413, 0.007807118003256619,0.00023195000176201575
8414, 0.0058384590010973625,0.0002240290014015045
8415, 0.007863719001761638,0.00023329000032390468
8416, 0.006979530000535306,0.0002228600023954641
8417, 0.006769830000848742,0.00019530999998096377
8418, 0.005418707998614991,0.00012819000039598905
8419, 0.006361689000186743,0.0001692690020718146
8420, 0.00796062899826211,0.00022467000235337764
8421, 0.007958117999805836,0.00024267000117106363
8422, 0.007942469001136487,0.00023112000053515658
8423, 0.007715779000136536,0.00022488899776362814
8424, 0.007256269000208704,0.00022525999884237535
8425, 0.007792589000018779,0.00022834900300949812
8426, 0.0073369279998587444,0.00022911999985808507
8427, 0.006950538998353295,0.00018008999904850498
8428, 0.00779290900027263,0.00022960000205785036
8429, 0.006686538999929326,0.0002382099992246367
8430, 0.006574618997547077,0.000131969998619752
8431, 0.004561259000183782,0.00013191999823902734
8432, 0.005597868999757338,0.0001273400011996273
8433, 0.006830458998592803,0.0001516700031061191
8434, 0.006260129001020687,0.0001314999972237274
8435, 0.004961618997185724,0.0002115300012519583
8436, 0.005012959998566657,0.00013014900105190463
8437, 0.005206469002587255,0.00017179999849759042
8438, 0.0048997390003933106,0.0001301200027228333
8439, 0.007586529001855524,0.00013376000060816295
8440, 0.00745201899917447,0.00020868000137852505
8441, 0.005164769001567038,0.00020964000214007683
8442, 0.005181499000173062,0.000133229998027673
8443, 0.005783389999123756,0.0001330599989159964
8444, 0.00533939000160899,0.00022745999740436673
8445, 0.005846988999110181,0.00014432000170927495
8446, 0.007941889001813252,0.0002351199982513208
8447, 0.006073609001759905,0.00023407000117003918
8448, 0.007858357999793952,0.0002250400029879529
8449, 0.008075838999502594,0.00024688900157343596
8450, 0.008235268000134965,0.0002396100026089698
8451, 0.00753661899943836,0.00022888999956194311
8452, 0.0070915679971221834,0.00022949000049266033
8453, 0.007412349001242546,0.0002181899981223978
8454, 0.007946079000248574,0.0002273600002808962
8455, 0.007449818000168307,0.00023845999749028124
8456, 0.0069724790009786375,0.00013070000204606913
8457, 0.006984088999161031,0.00023190000138129108
8458, 0.00791244900028687,0.00022970900317886844
8459, 0.007124528001440922,0.00023517000227002427
8460, 0.007918947998405201,0.0002289100011694245
8461, 0.008031909001147142,0.00013848899834556505
8462, 0.008153659000527114,0.00023152900030254386
8463, 0.006231979001313448,0.00021460000061779283
8464, 0.0061369380018732045,0.00012925999908475205
8465, 0.007647188002010807,0.00022121999791124836
8466, 0.004856739000388188,0.00021147000006749295
8467, 0.005080160000943579,0.00013016999946557917
8468, 0.004766428999573691,0.00012821000200347044
8469, 0.004532908998953644,0.00013022999701206572
8470, 0.004651398998248624,0.00012961999891558662
8471, 0.005952218998572789,0.00013064000086160377
8472, 0.005034018999140244,0.00013068000043858774
8473, 0.004791389997990336,0.0001371100006508641
8474, 0.005488629998581018,0.000227979999181116
8475, 0.0069026089986437,0.00023662999956286512
8476, 0.008077368001977447,0.00023383100051432848
8477, 0.007893297999544302,0.0002345100001548417
8478, 0.007968629000970395,0.00022421999892685562
8479, 0.008032888003072003,0.00019964999955845997
8480, 0.006711889000143856,0.00022369100042851642
8481, 0.0055023089989845175,0.00023783999859006144
8482, 0.005057479000242893,0.00015762999828439206
8483, 0.004894338999292813,0.0001326199999311939
8484, 0.004918949001876172,0.00012923000031150877
8485, 0.0059013389982283115,0.00015922000238788314
8486, 0.0061894089994893875,0.00013145000048098154
8487, 0.007005868999840459,0.00014720999752171338
8488, 0.0063360189997183625,0.00022539999918080866
8489, 0.0053109290020074695,0.00025083999935304746
8490, 0.005279078999592457,0.0001296399968850892
8491, 0.0060999989982519764,0.00014716000077896751
8492, 0.00743835899993428,0.00021049000133643858
8493, 0.007167667998146499,0.00021329000082914717
8494, 0.007670908002182841,0.00021621999985654838
8495, 0.007335947997489711,0.00013160000162315555
8496, 0.0054154889985511545,0.00022118999913800508
8497, 0.00682655899800011,0.00023843999952077866
8498, 0.007697148001170717,0.0002327900001546368
8499, 0.006245098000363214,0.00015346000145655125
8500, 0.004851189001783496,0.00012953999976161867
8501, 0.005791118997876765,0.0002369700014241971
8502, 0.005658688998664729,0.00016785999832791276
8503, 0.0068498589971568435,0.00019287000031908974
8504, 0.0052797000025748275,0.00017963000209419988
8505, 0.006292379002843518,0.00019423100093263201
8506, 0.006655887998931576,0.00012966900249011815
8507, 0.00580494899986661,0.0001910600003611762
8508, 0.00630636899950332,0.00022438000087277032
8509, 0.00822496900218539,0.00013190000026952475
8510, 0.006983349001529859,0.0002508200013835449
8511, 0.0070594179996987805,0.00022109999918029644
8512, 0.0076371579998522066,0.00022874899877933785
8513, 0.00776202899942291,0.00022195999918039888
8514, 0.007474358997569652,0.0002187309983128216
8515, 0.006354958997690119,0.00022321000142255798
8516, 0.007591958998091286,0.00021598999956040643
8517, 0.0073588890008977614,0.0002648600020620506
8518, 0.007512059000873705,0.00013658000170835294
8519, 0.007545388998551061,0.0002168890023312997
8520, 0.007457097999576945,0.00022333100059768185
8521, 0.0074455979993217625,0.00022398000146495178
8522, 0.00643227900218335,0.00023039000006974675
8523, 0.007825909000530373,0.00024344999837921932
8524, 0.007689679001487093,0.00022058000104152597
8525, 0.00579546799781383,0.00021137099975021556
8526, 0.004934190001222305,0.0001445500020054169
8527, 0.004848319000302581,0.00013364000187721103
8528, 0.004772498999955133,0.00012856900139013305
8529, 0.01056856800278183,0.00022562000231118873
8530, 0.008689977999893017,0.00023019999935058877
8531, 0.006219138998858398,0.0002287499992235098
8532, 0.004925449000438675,0.00013047999891568907
8533, 0.004886058999545639,0.00013238999963505194
8534, 0.007008109001617413,0.00014985999951022677
8535, 0.005491808999067871,0.00024216999736381695
8536, 0.007027489999018144,0.00021288000061758794
8537, 0.007682018000195967,0.00022931000057724304
8538, 0.006552688999363454,0.00022139999782666564
8539, 0.00767252899822779,0.00020451000091270544
8540, 0.0051289789989823475,0.0001440899977751542
8541, 0.004812238999875262,0.00013300000136950985
8542, 0.005237348999798996,0.00013177000073483214
8543, 0.006205720001162263,0.00014789999841013923
8544, 0.006582119000086095,0.00013224999929661863
8545, 0.004928709000523668,0.00015227000039885752
8546, 0.005582048997894162,0.00013330999718164094
8547, 0.0062995279986353125,0.00013457100067171268
8548, 0.006872998998005642,0.00020700000095530413
8549, 0.0047452399994654115,0.0001346299977740273
8550, 0.005642629002977628,0.00021648000256391242
8551, 0.00553424899771926,0.00018726000052993186
8552, 0.006569949000549968,0.00016943999798968434
8553, 0.004822688999411184,0.00013048999971942976
8554, 0.006736597999406513,0.00013299000056576915
8555, 0.005352398999093566,0.00013269999908516183
8556, 0.006443219001084799,0.0001823699967644643
8557, 0.008167838997906074,0.00013512000077753328
8558, 0.005727948999265209,0.0002461200019752141
8559, 0.007714249997661682,0.00022850999812362716
8560, 0.007267288001457928,0.00022509100017487071
8561, 0.006691669001156697,0.00024701000074855983
8562, 0.007588819000375224,0.00025443000049563125
8563, 0.007284817998879589,0.00020195999968564138
8564, 0.006595659000595333,0.00018973999976878986
8565, 0.006993899001827231,0.00024486899928888306
8566, 0.005899759002204519,0.0002417800023977179
8567, 0.008967949001089437,0.00023286000214284286
8568, 0.006630039002629928,0.00023982000129763037
8569, 0.007081278999976348,0.00013899999976274557
8570, 0.005066269997769268,0.00014326900054584257
8571, 0.005579549000685802,0.00017248999938601628
8572, 0.005269838999083731,0.00016134999896166846
8573, 0.005967638997390168,0.0002472199994372204
8574, 0.0062938489973021206,0.00014551999993273057
8575, 0.005139038999914192,0.00022573000023839995
8576, 0.005010958997445414,0.00019693000285769813
8577, 0.005252058999758447,0.00025067999740713276
8578, 0.00473877900003572,0.0001384800016239751
8579, 0.006316338996839477,0.0001338500005658716
8580, 0.007730989000265254,0.00013190000026952475
8581, 0.0064292489987565205,0.000142189997859532
8582, 0.007976437998877373,0.0002351100010855589
8583, 0.00648786899910192,0.00022918000104255043
8584, 0.0065707089997886214,0.00017410000145900995
8585, 0.007334017998800846,0.000133150999317877
8586, 0.007564968000224326,0.00022888999956194311
8587, 0.007713377999607474,0.00021657999968738295
8588, 0.007579148998047458,0.0002291290002176538
8589, 0.007380428996839328,0.000217419998080004
8590, 0.00817135900069843,0.00022714999795425683
8591, 0.005457418999867514,0.0002473089989507571
8592, 0.006929009003215469,0.00024059999850578606
8593, 0.007917538001493085,0.0002463000018906314
8594, 0.0061706499982392415,0.00024212000062107109
8595, 0.0057227789984608535,0.0001795999996829778
8596, 0.00515371899746242,0.00013256999955046922
8597, 0.006111049002356594,0.00016024900105549023
8598, 0.005545020001591183,0.0001332909996563103
8599, 0.00896452899905853,0.0001623700009076856
8600, 0.007858967997890431,0.0002185299999837298
8601, 0.008317199000885012,0.0002303000001120381
8602, 0.006447059000493027,0.00014586000179406255
8603, 0.008631748001789674,0.0002382400016358588
8604, 0.008608907999587245,0.00023778000104357488
8605, 0.008740877998206997,0.0002526689968362916
8606, 0.008623559002444381,0.0001363200026389677
8607, 0.008366559002752183,0.0002403699982096441
8608, 0.0063335390004795045,0.00023406000036629848
8609, 0.007662069001526106,0.00024884000231395476
8610, 0.005184468998777447,0.00020266999854356982
8611, 0.005025448997912463,0.00013742900046054274
8612, 0.005955639000603696,0.00014363999798661098
8613, 0.006034359998011496,0.00024244900123449042
8614, 0.006056829002773156,0.00023358999897027388
8615, 0.007125829000869999,0.0001341399984085001
8616, 0.00527201899967622,0.0001608299971849192
8617, 0.008251349001511699,0.0002377499986323528
8618, 0.00880367900026613,0.00023228999998536892
8619, 0.008179128999472596,0.00013509000200429
8620, 0.007950979001179803,0.00024634999863337725
8621, 0.0065433689997007605,0.00023490999956266023
8622, 0.007290838999324478,0.000212459999602288
8623, 0.005265728999802377,0.00020002000019303523
8624, 0.0073051279978244565,0.00017922000188264064
8625, 0.005731089000619249,0.0001975900013349019
8626, 0.006567709002410993,0.00013401999967754818
8627, 0.00761932899695239,0.00015794999853824265
8628, 0.00709985899811727,0.0002709099971980322
8629, 0.007497778002289124,0.00023318000239669345
8630, 0.008122319002723088,0.0002542300026107114
8631, 0.005788048998510931,0.0002442900004098192
8632, 0.006719179000356235,0.00024216000019805506
8633, 0.006361879000905901,0.00023454999973182566
8634, 0.006675468997855205,0.00013591099923360161
8635, 0.005545798998355167,0.00024833999850670807
8636, 0.005162329001905164,0.00013353100075619295
8637, 0.004848368997045327,0.00013810000018565916
8638, 0.007932217999041313,0.0001416000013705343
8639, 0.007315729999390896,0.00013551000301958993
8640, 0.007564289000583813,0.0002298199979122728
8641, 0.007838677996915067,0.00022175000049173832
8642, 0.007327019000513246,0.0002137099982064683
8643, 0.007023439000477083,0.0002357500015932601
8644, 0.007763248999253847,0.00013454000145429745
8645, 0.007729038003162714,0.00023859000066295266
8646, 0.006726268999045715,0.00022068899852456525
8647, 0.0071475690019724425,0.00024448999829473905
8648, 0.006752309000148671,0.00023595999664394185
8649, 0.00843267800155445,0.0001789499983715359
8650, 0.00901501899716095,0.0002403699982096441
8651, 0.007457288000296103,0.0002167999991797842
8652, 0.0063908090014592744,0.00013517000115825795
8653, 0.0052102690024184994,0.00013549000141210854
8654, 0.00602130799961742,0.00013885999942431226
8655, 0.006973149000259582,0.0001772799987520557
8656, 0.006514448999951128,0.0001381799993396271
8657, 0.006255319000047166,0.00014934899809304625
8658, 0.007253568997839466,0.0002466100013407413
8659, 0.007476799000869505,0.00024236999888671562
8660, 0.008407838002312928,0.00024198999744839966
8661, 0.008251208000729093,0.0002457999980833847
8662, 0.008033068999793613,0.0002392999995208811
8663, 0.008803139000519877,0.00024360000315937214
8664, 0.00833877900004154,0.00023966000298969448
8665, 0.007424188999721082,0.00024606000079074875
8666, 0.005150928998773452,0.000247539999691071
8667, 0.007792019001499284,0.0002473699969414156
8668, 0.0057424100014031865,0.00023813000007066876
8669, 0.00606945999970776,0.00013902000137022696
8670, 0.0052820300006715115,0.00023718000011285767
8671, 0.005565250001382083,0.00025521999850752763
8672, 0.005391149999923073,0.00017956000010599382
8673, 0.006148499000119045,0.0002585200018074829
8674, 0.0061595490005856846,0.00022412900216295384
8675, 0.005681609000021126,0.00024029999985941686
8676, 0.005474238998431247,0.00013659999967785552
8677, 0.008193288998882053,0.00026312000045436434
8678, 0.005244908999884501,0.0001384900024277158
8679, 0.005246538999926997,0.00015379999967990443
8680, 0.006071009000152117,0.0001409799988323357
8681, 0.005928619000769686,0.0002382400016358588
8682, 0.006261439000809332,0.0001598999988345895
8683, 0.005517208999663126,0.00024154999846359715
8684, 0.006257359000301221,0.0002551399993535597
8685, 0.008160928999132011,0.00023749100000713952
8686, 0.0051756899993051775,0.0002565600007073954
8687, 0.005624338999041356,0.0002002100009121932
8688, 0.007096099001500988,0.00013793000107398257
8689, 0.004806308999832254,0.00013852999836672097
8690, 0.005368259000533726,0.00021236999964457937
8691, 0.005282760001136921,0.00014042000111658126
8692, 0.005366989000322064,0.00014993999866419472
8693, 0.0068646090003312565,0.00015123999764909968
8694, 0.006083718999434495,0.00013561999730882235
8695, 0.005690698999387678,0.00018662000002223067
8696, 0.005654349999531405,0.00013843000124325044
8697, 0.007717429001786513,0.0002424199992674403
8698, 0.008012858997972216,0.00025123099840129726
8699, 0.007597429001179989,0.0002260510009364225
8700, 0.00653584899919224,0.00017248999938601628
8701, 0.006363789001625264,0.0002467400008754339
8702, 0.006486608999693999,0.00025504999939585105
8703, 0.005163709000044037,0.00022615999841946177
8704, 0.0070964389997243416,0.0001830000001064036
8705, 0.006796288998884847,0.00024571999892941676
8706, 0.005705799001589185,0.00016370000230381265
8707, 0.006033169000147609,0.00018120000095223077
8708, 0.0065993390016956255,0.00014201999874785542
8709, 0.005723098998714704,0.0002464400022290647
8710, 0.007480538002710091,0.000214939998841146
8711, 0.00620706900008372,0.0002497099994798191
8712, 0.008759778000239749,0.00013200999819673598
8713, 0.005909599000005983,0.0002457000009599142
8714, 0.007734019000054104,0.00014494999777525663
8715, 0.006561158999829786,0.00022532000002684072
8716, 0.008339758001966402,0.0002630099988891743
8717, 0.006448678999731783,0.0002650889982760418
8718, 0.0055688879983790684,0.0001446490023226943
8719, 0.006571788999281125,0.00014057999942451715
8720, 0.006243728999834275,0.0002511290003894828
8721, 0.004984349998267135,0.0001384799979859963
8722, 0.0060491289987112395,0.0002479089998814743
8723, 0.005768349001300521,0.00018805999934556894
8724, 0.005141478999576066,0.0002005889982683584
8725, 0.007709109002462355,0.00022266899759415537
8726, 0.006567309999809368,0.00022121000074548647
8727, 0.00533908899888047,0.00023054000121192075
8728, 0.005882518998987507,0.00013277999823912978
8729, 0.007879708999098511,0.00020868999854428694
8730, 0.007985369997186353,0.00023112999770091847
8731, 0.007339658997807419,0.00023308000163524412
8732, 0.0053242390022205655,0.0002475199980835896
8733, 0.0059499090020835865,0.0001367800032312516
8734, 0.005814218999148579,0.00013854999997420236
8735, 0.006624149998970097,0.0001429900003131479
8736, 0.005505438999534817,0.00013477100219461136
8737, 0.005303838999680011,0.00017069000023184344
8738, 0.005178840001462959,0.000249979999352945
8739, 0.005036728998675244,0.00013674000001628883
8740, 0.008324029000505107,0.0002558999985922128
8741, 0.005039749001298333,0.00024635999943711795
8742, 0.004842898997594602,0.0001366399992548395
8743, 0.005276128998957574,0.0002605200024845544
8744, 0.006066899000870762,0.0002354300013394095
8745, 0.004993359001673525,0.00013666900122188963
8746, 0.005043168999691261,0.0001354790001641959
8747, 0.004936959001497598,0.0001366400028928183
8748, 0.004824630002985941,0.00013718999980483204
8749, 0.00491996900018421,0.0001374300009047147
8750, 0.004896219001238933,0.0001377199987473432
8751, 0.005048048999015009,0.00013736999972024933
8752, 0.005178768999030581,0.0002287700008309912
8753, 0.005004810001992155,0.0001380199973937124
8754, 0.005199429000640521,0.00013670000043930486
8755, 0.004963088998920284,0.00013830999887431972
8756, 0.004944758999045007,0.00013518999912776053
8757, 0.004993018999812193,0.0001367799995932728
8758, 0.005020448999857763,0.00013716000103158876
8759, 0.004965099000401096,0.00014333999934024177
8760, 0.005043979999754811,0.00013807099821860902
8761, 0.005322938999597682,0.00013558900172938593
8762, 0.005093599000247195,0.000136009999550879
8763, 0.004950818998622708,0.0001384900024277158
8764, 0.004887479000899475,0.00013531999866245314
8765, 0.004958219000400277,0.0001454699995520059
8766, 0.0049887789973581675,0.00013733999730902724
8767, 0.005085810000309721,0.00013872999988961965
8768, 0.004845059000217589,0.00013484000010066666
8769, 0.0050046389987983275,0.00013594999836641364
8770, 0.005311119999532821,0.00013626899817609228
8771, 0.005190919000597205,0.00014071999976295047
8772, 0.004887979001068743,0.00019352000163053162
8773, 0.005007488001865568,0.00013662900164490566
8774, 0.004981828999007121,0.00013516000035451725
8775, 0.005341960000805557,0.00013673000285052694
8776, 0.004887269999017008,0.00013964000027044676
8777, 0.0049947990009968635,0.00013563999891630374
8778, 0.005146579002030194,0.00013712999862036668
8779, 0.0051674880014616065,0.0001379690002067946
8780, 0.005068828999355901,0.00013717999900109135
8781, 0.005131229001563042,0.00013835999925504439
8782, 0.005084919001092203,0.00013718999980483204
8783, 0.005194719000428449,0.00015843999790376984
8784, 0.005397599998104852,0.00013766899792244658
8785, 0.005857779000507435,0.00016129900177475065
8786, 0.00496044900137349,0.00018669999917619862
8787, 0.0055039889994077384,0.00014290999752120115
8788, 0.005209268998441985,0.00014291999832494184
8789, 0.006775799000024563,0.00014382999870576896
8790, 0.005988140001136344,0.00022648900267085992
8791, 0.004966627999237971,0.00013996999769005924
8792, 0.005399878999014618,0.00014368999836733565
8793, 0.0067676790022233035,0.00021977999858791009
8794, 0.005289720000291709,0.00017250900054932572
8795, 0.005591919001744827,0.00014030900274519809
8796, 0.005202839001867687,0.0002268999996886123
8797, 0.005352558997401502,0.00014697999722557142
8798, 0.00533376900057192,0.0001407509989803657
8799, 0.0053078499986440875,0.00014118000035523437
8800, 0.006121979000454303,0.00026060000163852237
8801, 0.006262729999434669,0.0001577399998495821
8802, 0.005638058999466011,0.00015806000010343269
8803, 0.005385810000007041,0.00014167999688652344
8804, 0.00521693900009268,0.00013844000204699114
8805, 0.005289168999297544,0.00013903999933972955
8806, 0.005361329000152182,0.00013945099999546073
8807, 0.005182020002393983,0.00014287999874795787
8808, 0.00524833899908117,0.00016242000128841028
8809, 0.005363360000046669,0.00016573000175412744
8810, 0.005281909001496388,0.00013965000107418746
8811, 0.005296679002640303,0.00013982000018586405
8812, 0.0050803590020223055,0.0001381799993396271
8813, 0.005100590002257377,0.0001401090012222994
8814, 0.005073999000160256,0.00014413000099011697
8815, 0.005349029001081362,0.00014134999946691096
8816, 0.005200188999879174,0.00013668999963556416
8817, 0.005216099998506252,0.00013753999883192591
8818, 0.005443349000415765,0.0001389700009895023
8819, 0.0053614190001098905,0.00013905000014347024
8820, 0.0059525090000533964,0.00013999999646330252
8821, 0.005517219000466866,0.00020008999854326248
8822, 0.006003310001688078,0.00014232900139177218
8823, 0.005884779999178136,0.00026001000151154585
8824, 0.006036898997990647,0.0001429699987056665
8825, 0.007022179001069162,0.00013906999811297283
8826, 0.005280248999042669,0.00013817000217386521
8827, 0.006067898997571319,0.0002468999991833698
8828, 0.005836099000589456,0.00025318000189145096
8829, 0.006916049002029467,0.0002883100023609586
8830, 0.006012579000525875,0.00014198000280885026
8831, 0.006743178997567156,0.00019813000108115375
8832, 0.005130090001330245,0.00013424999997369014
8833, 0.006085877997975331,0.00014243000259739347
8834, 0.007178538999141892,0.00016196000069612637
8835, 0.005432889000076102,0.00023275999774341471
8836, 0.005137339001521468,0.0001508109999122098
8837, 0.006467588998930296,0.0001811299989640247
8838, 0.007634538000274915,0.0002262090019939933
8839, 0.00634475900005782,0.0002701599987631198
8840, 0.007163758997194236,0.00025706000087666325
8841, 0.006065169000066817,0.00019178999718860723
8842, 0.0062506479989679065,0.00013987000056658871
8843, 0.005912878998060478,0.00023394999880110845
8844, 0.005739659001847031,0.00021859999833395705
8845, 0.005564890001551248,0.00024400999973295256
8846, 0.005321009000908816,0.000138980001793243
8847, 0.005628920000162907,0.00027676999889081344
8848, 0.006719738001265796,0.0001397600026393775
8849, 0.005597898998530582,0.00015582000196445733
8850, 0.0062285489984788,0.00013751100050285459
8851, 0.0069522399971901905,0.00014845999976387247
8852, 0.006341498999972828,0.0002613399992696941
